ClassID	ClassLabel	In ID	In Class	BFO_0000050 part_of ID	BFO_0000050 part_of Label	BFO_0000051 has part ID	BFO_0000051 has part Label
UBERON:0003857	upper eyelid mesenchyme	-	-	UBERON:0009142|UBERON:0001712	entire embryonic mesenchyme|upper eyelid	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003857	upper eyelid mesenchyme	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0009142|UBERON:0001712	Homo sapiens|entire embryonic mesenchyme|upper eyelid	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003858	lower eyelid mesenchyme	-	-	UBERON:0009142|UBERON:0001713	entire embryonic mesenchyme|lower eyelid	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003858	lower eyelid mesenchyme	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0009142|UBERON:0001713	Danio rerio|entire embryonic mesenchyme|lower eyelid	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003858	lower eyelid mesenchyme	-	-	UBERON:0009142|UBERON:0001713	entire embryonic mesenchyme|lower eyelid	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003858	lower eyelid mesenchyme	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0009142|UBERON:0001713	Homo sapiens|entire embryonic mesenchyme|lower eyelid	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003859	forelimb mesenchyme	-	-	UBERON:0002102	forelimb	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003859	forelimb mesenchyme	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002102	Danio rerio|forelimb	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003859	forelimb mesenchyme	-	-	UBERON:0002102	forelimb	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003859	forelimb mesenchyme	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002102	Homo sapiens|forelimb	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003860	hindlimb mesenchyme	-	-	UBERON:0002103	hindlimb	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003860	hindlimb mesenchyme	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002103	Danio rerio|hindlimb	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003860	hindlimb mesenchyme	-	-	UBERON:0002103	hindlimb	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003860	hindlimb mesenchyme	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002103	Homo sapiens|hindlimb	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003861	neural arch	-	-	UBERON:0002412	vertebra	UBERON:0002481	bone tissue
UBERON:0003861	neural arch	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0002412	Danio rerio|vertebra	UBERON:0002481	bone tissue
UBERON:0003861	neural arch	-	-	UBERON:0002412	vertebra	UBERON:0002481	bone tissue
UBERON:0003861	neural arch	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0002412	Homo sapiens|vertebra	UBERON:0002481	bone tissue
UBERON:0003862	pedal digit 4 phalanx	-	-	UBERON:5103634|UBERON:0003634|UBERON:0010696	pedal digit 4 digitopodial skeleton|pedal digit 4|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003862	pedal digit 4 phalanx	NCBITaxon:7955	Danio rerio	UBERON:5103634|NCBITaxon:7955|UBERON:0003634|UBERON:0010696	pedal digit 4 digitopodial skeleton|Danio rerio|pedal digit 4|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003862	pedal digit 4 phalanx	-	-	UBERON:5103634|UBERON:0003634|UBERON:0010696	pedal digit 4 digitopodial skeleton|pedal digit 4|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003862	pedal digit 4 phalanx	NCBITaxon:9606	Homo sapiens	UBERON:5103634|NCBITaxon:9606|UBERON:0003634|UBERON:0010696	pedal digit 4 digitopodial skeleton|Homo sapiens|pedal digit 4|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003863	pedal digit 5 phalanx	-	-	UBERON:5103635|UBERON:0003635|UBERON:0010696	pedal digit 5 digitopodial skeleton|pedal digit 5|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003863	pedal digit 5 phalanx	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:5103635|UBERON:0003635|UBERON:0010696	Danio rerio|pedal digit 5 digitopodial skeleton|pedal digit 5|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003863	pedal digit 5 phalanx	-	-	UBERON:5103635|UBERON:0003635|UBERON:0010696	pedal digit 5 digitopodial skeleton|pedal digit 5|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003863	pedal digit 5 phalanx	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:5103635|UBERON:0003635|UBERON:0010696	Homo sapiens|pedal digit 5 digitopodial skeleton|pedal digit 5|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003864	middle phalanx of manus	-	-	UBERON:0010688|UBERON:5102389|UBERON:0002389	skeleton of manual acropodium|manual digit digitopodial skeleton|manual digit	UBERON:0002481	bone tissue
UBERON:0003864	middle phalanx of manus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0010688|UBERON:5102389|UBERON:0002389	Danio rerio|skeleton of manual acropodium|manual digit digitopodial skeleton|manual digit	UBERON:0002481	bone tissue
UBERON:0003864	middle phalanx of manus	-	-	UBERON:0010688|UBERON:5102389|UBERON:0002389	skeleton of manual acropodium|manual digit digitopodial skeleton|manual digit	UBERON:0002481	bone tissue
UBERON:0003864	middle phalanx of manus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0010688|UBERON:5102389|UBERON:0002389	Homo sapiens|skeleton of manual acropodium|manual digit digitopodial skeleton|manual digit	UBERON:0002481	bone tissue
UBERON:0003865	distal phalanx of manus	-	-	UBERON:0010688|UBERON:5102389|UBERON:0009552	skeleton of manual acropodium|manual digit digitopodial skeleton|distal segment of manual digit	UBERON:0002481	bone tissue
UBERON:0003865	distal phalanx of manus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0010688|UBERON:5102389|UBERON:0009552	Danio rerio|skeleton of manual acropodium|manual digit digitopodial skeleton|distal segment of manual digit	UBERON:0002481	bone tissue
UBERON:0003865	distal phalanx of manus	-	-	UBERON:0010688|UBERON:5102389|UBERON:0009552	skeleton of manual acropodium|manual digit digitopodial skeleton|distal segment of manual digit	UBERON:0002481	bone tissue
UBERON:0003865	distal phalanx of manus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0010688|UBERON:5102389|UBERON:0009552	Homo sapiens|skeleton of manual acropodium|manual digit digitopodial skeleton|distal segment of manual digit	UBERON:0002481	bone tissue
UBERON:0003866	middle phalanx of pes	-	-	UBERON:5101466|UBERON:0001466|UBERON:0010696	pedal digit digitopodial skeleton|pedal digit|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003866	middle phalanx of pes	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:5101466|UBERON:0001466|UBERON:0010696	Danio rerio|pedal digit digitopodial skeleton|pedal digit|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003866	middle phalanx of pes	-	-	UBERON:5101466|UBERON:0001466|UBERON:0010696	pedal digit digitopodial skeleton|pedal digit|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003866	middle phalanx of pes	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:5101466|UBERON:0001466|UBERON:0010696	Homo sapiens|pedal digit digitopodial skeleton|pedal digit|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003867	distal phalanx of pes	-	-	UBERON:5101466|UBERON:0010696|UBERON:0009553	pedal digit digitopodial skeleton|skeleton of pedal acropodium|distal segment of pedal digit	UBERON:0002481	bone tissue
UBERON:0003867	distal phalanx of pes	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:5101466|UBERON:0010696|UBERON:0009553	Danio rerio|pedal digit digitopodial skeleton|skeleton of pedal acropodium|distal segment of pedal digit	UBERON:0002481	bone tissue
UBERON:0003867	distal phalanx of pes	-	-	UBERON:5101466|UBERON:0010696|UBERON:0009553	pedal digit digitopodial skeleton|skeleton of pedal acropodium|distal segment of pedal digit	UBERON:0002481	bone tissue
UBERON:0003867	distal phalanx of pes	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:5101466|UBERON:0010696|UBERON:0009553	Homo sapiens|pedal digit digitopodial skeleton|skeleton of pedal acropodium|distal segment of pedal digit	UBERON:0002481	bone tissue
UBERON:0003868	proximal phalanx of pes	-	-	UBERON:5101466|UBERON:0001466|UBERON:0010696	pedal digit digitopodial skeleton|pedal digit|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003868	proximal phalanx of pes	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:5101466|UBERON:0001466|UBERON:0010696	Danio rerio|pedal digit digitopodial skeleton|pedal digit|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003868	proximal phalanx of pes	-	-	UBERON:5101466|UBERON:0001466|UBERON:0010696	pedal digit digitopodial skeleton|pedal digit|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003868	proximal phalanx of pes	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:5101466|UBERON:0001466|UBERON:0010696	Homo sapiens|pedal digit digitopodial skeleton|pedal digit|skeleton of pedal acropodium	UBERON:0002481	bone tissue
UBERON:0003869	presumptive ganglion	-	-	UBERON:0000922	embryo		
UBERON:0003869	presumptive ganglion	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000922	Danio rerio|embryo		
UBERON:0003869	presumptive ganglion	-	-	UBERON:0000922	embryo		
UBERON:0003869	presumptive ganglion	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000922	Homo sapiens|embryo		
UBERON:0003876	subdivision of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003876	subdivision of hippocampus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001954	Danio rerio|Ammon's horn	UBERON:0000479	tissue
UBERON:0003876	subdivision of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003876	subdivision of hippocampus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001954	Homo sapiens|Ammon's horn	UBERON:0000479	tissue
UBERON:0003881	CA1 field of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003881	CA1 field of hippocampus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001954	Danio rerio|Ammon's horn	UBERON:0000479	tissue
UBERON:0003881	CA1 field of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003881	CA1 field of hippocampus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001954	Homo sapiens|Ammon's horn	UBERON:0000479	tissue
UBERON:0003882	CA2 field of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003882	CA2 field of hippocampus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001954	Danio rerio|Ammon's horn	UBERON:0000479	tissue
UBERON:0003882	CA2 field of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003882	CA2 field of hippocampus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001954	Homo sapiens|Ammon's horn	UBERON:0000479	tissue
UBERON:0003883	CA3 field of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003883	CA3 field of hippocampus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001954	Danio rerio|Ammon's horn	UBERON:0000479	tissue
UBERON:0003883	CA3 field of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003883	CA3 field of hippocampus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001954	Homo sapiens|Ammon's horn	UBERON:0000479	tissue
UBERON:0003884	CA4 field of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003884	CA4 field of hippocampus	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001954	Danio rerio|Ammon's horn	UBERON:0000479	tissue
UBERON:0003884	CA4 field of hippocampus	-	-	UBERON:0001954	Ammon's horn	UBERON:0000479	tissue
UBERON:0003884	CA4 field of hippocampus	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001954	Homo sapiens|Ammon's horn	UBERON:0000479	tissue
UBERON:0003885	mesometrium	-	-	UBERON:0000459|UBERON:0012332	uterine wall|broad ligament of uterus	UBERON:0001136|UBERON:0002384	mesothelium|connective tissue
UBERON:0003885	mesometrium	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000459|UBERON:0012332	Danio rerio|uterine wall|broad ligament of uterus	UBERON:0001136|UBERON:0002384	mesothelium|connective tissue
UBERON:0003885	mesometrium	-	-	UBERON:0000459|UBERON:0012332	uterine wall|broad ligament of uterus	UBERON:0001136|UBERON:0002384	mesothelium|connective tissue
UBERON:0003885	mesometrium	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000459|UBERON:0012332	Homo sapiens|uterine wall|broad ligament of uterus	UBERON:0001136|UBERON:0002384	mesothelium|connective tissue
UBERON:0003886	body cavity precursor	-	-				
UBERON:0003886	body cavity precursor	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
UBERON:0003886	body cavity precursor	-	-				
UBERON:0003886	body cavity precursor	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
UBERON:0003887	intraembryonic coelom	-	-				
UBERON:0003887	intraembryonic coelom	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
UBERON:0003887	intraembryonic coelom	-	-				
UBERON:0003887	intraembryonic coelom	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
UBERON:0003888	extraembryonic coelom	-	-				
UBERON:0003888	extraembryonic coelom	NCBITaxon:7955	Danio rerio	NCBITaxon:7955	Danio rerio		
UBERON:0003888	extraembryonic coelom	-	-				
UBERON:0003888	extraembryonic coelom	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606	Homo sapiens		
UBERON:0003889	fallopian tube	-	-	UBERON:0000993|UBERON:0002355|UBERON:0003975	oviduct|pelvis|internal female genitalia		
UBERON:0003889	fallopian tube	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000993|UBERON:0002355|UBERON:0003975	Danio rerio|oviduct|pelvis|internal female genitalia		
UBERON:0003889	fallopian tube	-	-	UBERON:0000993|UBERON:0002355|UBERON:0003975	oviduct|pelvis|internal female genitalia		
UBERON:0003889	fallopian tube	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000993|UBERON:0002355|UBERON:0003975	Homo sapiens|oviduct|pelvis|internal female genitalia		
UBERON:0003890	Mullerian duct	-	-	UBERON:0000922	embryo		
UBERON:0003890	Mullerian duct	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000922	Danio rerio|embryo		
UBERON:0003890	Mullerian duct	-	-	UBERON:0000922	embryo		
UBERON:0003890	Mullerian duct	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000922	Homo sapiens|embryo		
UBERON:0003891	stroma	-	-	UBERON:0000468	multi-cellular organism	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003891	stroma	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000468	Danio rerio|multi-cellular organism	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003891	stroma	-	-	UBERON:0000468	multi-cellular organism	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003891	stroma	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000468	Homo sapiens|multi-cellular organism	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003893	capsule	-	-	UBERON:0000060	anatomical wall	GO:0005623	cell
UBERON:0003893	capsule	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000060	Danio rerio|anatomical wall	GO:0005623	cell
UBERON:0003893	capsule	-	-	UBERON:0000060	anatomical wall	GO:0005623	cell
UBERON:0003893	capsule	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000060	Homo sapiens|anatomical wall	GO:0005623	cell
UBERON:0003894	liver primordium	-	-	UBERON:0009550|UBERON:0003929	endoderm of foregut-midgut junction|gut epithelium	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
UBERON:0003894	liver primordium	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0009550|UBERON:0003929	Danio rerio|endoderm of foregut-midgut junction|gut epithelium	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
UBERON:0003894	liver primordium	-	-	UBERON:0009550|UBERON:0003929	endoderm of foregut-midgut junction|gut epithelium	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
UBERON:0003894	liver primordium	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0009550|UBERON:0003929	Homo sapiens|endoderm of foregut-midgut junction|gut epithelium	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
UBERON:0003895	hypaxial myotome region	-	-	UBERON:0003082|UBERON:0014892	myotome|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003895	hypaxial myotome region	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0003082|UBERON:0014892	Danio rerio|myotome|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003895	hypaxial myotome region	-	-	UBERON:0003082|UBERON:0014892	myotome|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003895	hypaxial myotome region	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0003082|UBERON:0014892	Homo sapiens|myotome|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003897	axial muscle	-	-	UBERON:0013700	axial musculature	UBERON:0002385	muscle tissue
UBERON:0003897	axial muscle	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0013700	Danio rerio|axial musculature	UBERON:0002385	muscle tissue
UBERON:0003897	axial muscle	-	-	UBERON:0013700	axial musculature	UBERON:0002385	muscle tissue
UBERON:0003897	axial muscle	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0013700	Homo sapiens|axial musculature	UBERON:0002385	muscle tissue
UBERON:0003898	skeletal muscle tissue of trunk	-	-	UBERON:0004479|UBERON:0014892|UBERON:0013700	musculature of trunk|skeletal muscle organ|axial musculature	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003898	skeletal muscle tissue of trunk	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0004479|UBERON:0013700|UBERON:0014892	Danio rerio|musculature of trunk|axial musculature|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003898	skeletal muscle tissue of trunk	-	-	UBERON:0004479|UBERON:0014892|UBERON:0013700	musculature of trunk|skeletal muscle organ|axial musculature	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003898	skeletal muscle tissue of trunk	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0004479|UBERON:0013700|UBERON:0014892	Homo sapiens|musculature of trunk|axial musculature|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003900	epaxial myotome region	-	-	UBERON:0003082|UBERON:0014892	myotome|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003900	epaxial myotome region	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0003082|UBERON:0014892	Danio rerio|myotome|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003900	epaxial myotome region	-	-	UBERON:0003082|UBERON:0014892	myotome|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003900	epaxial myotome region	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0003082|UBERON:0014892	Homo sapiens|myotome|skeletal muscle organ	GO:0031012|CL:0008002	extracellular matrix|skeletal muscle fiber
UBERON:0003901	horizontal septum	-	-	UBERON:0000383	musculature of body	UBERON:0002384	connective tissue
UBERON:0003901	horizontal septum	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000383	Danio rerio|musculature of body	UBERON:0002384	connective tissue
UBERON:0003901	horizontal septum	-	-	UBERON:0000383	musculature of body	UBERON:0002384	connective tissue
UBERON:0003901	horizontal septum	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000383	Homo sapiens|musculature of body	UBERON:0002384	connective tissue
UBERON:0003902	retinal neural layer	-	-	UBERON:0000966|UBERON:0000060	retina|anatomical wall	CL:0000210	photoreceptor cell
UBERON:0003902	retinal neural layer	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000966|UBERON:0000060	Danio rerio|retina|anatomical wall	CL:0000210	photoreceptor cell
UBERON:0003902	retinal neural layer	-	-	UBERON:0000966|UBERON:0000060	retina|anatomical wall	CL:0000210	photoreceptor cell
UBERON:0003902	retinal neural layer	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000966|UBERON:0000060	Homo sapiens|retina|anatomical wall	CL:0000210	photoreceptor cell
UBERON:0003903	bursa of Fabricius	-	-	UBERON:0000162|UBERON:0002390|UBERON:0000062	cloaca|hematopoietic system|organ	GO:0005623	cell
UBERON:0003903	bursa of Fabricius	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000162|UBERON:0002390|UBERON:0000062	Danio rerio|cloaca|hematopoietic system|organ	GO:0005623	cell
UBERON:0003903	bursa of Fabricius	-	-	UBERON:0000162|UBERON:0002390|UBERON:0000062	cloaca|hematopoietic system|organ	GO:0005623	cell
UBERON:0003903	bursa of Fabricius	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000162|UBERON:0002390|UBERON:0000062	Homo sapiens|cloaca|hematopoietic system|organ	GO:0005623	cell
UBERON:0003904	bursal plica	-	-	UBERON:0003903	bursa of Fabricius	GO:0005623	cell
UBERON:0003904	bursal plica	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0003903	Danio rerio|bursa of Fabricius	GO:0005623	cell
UBERON:0003904	bursal plica	-	-	UBERON:0003903	bursa of Fabricius	GO:0005623	cell
UBERON:0003904	bursal plica	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0003903	Homo sapiens|bursa of Fabricius	GO:0005623	cell
UBERON:0003905	bursal follicle	-	-	UBERON:0003904	bursal plica	GO:0005623	cell
UBERON:0003905	bursal follicle	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0003904	Danio rerio|bursal plica	GO:0005623	cell
UBERON:0003905	bursal follicle	-	-	UBERON:0003904	bursal plica	GO:0005623	cell
UBERON:0003905	bursal follicle	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0003904	Homo sapiens|bursal plica	GO:0005623	cell
UBERON:0003906	cardiac jelly	-	-	UBERON:0000948	heart	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003906	cardiac jelly	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0000948	Danio rerio|heart	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003906	cardiac jelly	-	-	UBERON:0000948	heart	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003906	cardiac jelly	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0000948	Homo sapiens|heart	GO:0005623|GO:0031012	cell|extracellular matrix
UBERON:0003907	left atrioventricular canal	-	-	UBERON:0011820|UBERON:0000922	atrioventricular region|embryo		
UBERON:0003907	left atrioventricular canal	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0011820|UBERON:0000922	Danio rerio|atrioventricular region|embryo		
UBERON:0003907	left atrioventricular canal	-	-	UBERON:0011820|UBERON:0000922	atrioventricular region|embryo		
UBERON:0003907	left atrioventricular canal	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0011820|UBERON:0000922	Homo sapiens|atrioventricular region|embryo		
UBERON:0003908	right atrioventricular canal	-	-	UBERON:0011820|UBERON:0000922	atrioventricular region|embryo		
UBERON:0003908	right atrioventricular canal	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0011820|UBERON:0000922	Danio rerio|atrioventricular region|embryo		
UBERON:0003908	right atrioventricular canal	-	-	UBERON:0011820|UBERON:0000922	atrioventricular region|embryo		
UBERON:0003908	right atrioventricular canal	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0011820|UBERON:0000922	Homo sapiens|atrioventricular region|embryo		
UBERON:0003909	sinusoid	-	-	UBERON:0001981	blood vessel	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0003909	sinusoid	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001981	Danio rerio|blood vessel	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0003909	sinusoid	-	-	UBERON:0001981	blood vessel	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0003909	sinusoid	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001981	Homo sapiens|blood vessel	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0003910	splenic sinusoid	-	-	UBERON:0001250|UBERON:0001981	red pulp of spleen|blood vessel	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0003910	splenic sinusoid	NCBITaxon:7955	Danio rerio	NCBITaxon:7955|UBERON:0001250|UBERON:0001981	Danio rerio|red pulp of spleen|blood vessel	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0003910	splenic sinusoid	-	-	UBERON:0001250|UBERON:0001981	red pulp of spleen|blood vessel	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0003910	splenic sinusoid	NCBITaxon:9606	Homo sapiens	NCBITaxon:9606|UBERON:0001250|UBERON:0001981	Homo sapiens|red pulp of spleen|blood vessel	UBERON:0007500|CL:0000071	epithelial tube open at both ends|blood vessel endothelial cell
UBERON:0003911	choroid plexus epithelium	-	-	UBERON:0001886	choroid plexus	CL:0000065|GO:0005911|UBERON:0005769|GO:0031012	ependymal cell|cell-cell junction|basement membrane of epithelium|extracellular matrix
